customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
2619.87,26094.0,67.0,16,84,0,1,2.03
15445.66,26990.0,65.0,9,60,1,2,297.86
3355.53,46644.0,84.0,34,19,0,1,150.69
2874.09,33462.0,72.0,12,9,0,1,112.43
2846.65,66880.0,71.0,7,54,0,1,340.8
23813.52,88680.0,66.0,5,66,0,2,201.76
5313.47,0.0,79.0,4,78,0,4,568.8
3730.14,75132.0,93.0,7,33,2,1,446.4
9031.21,0.0,122.0,15,47,0,9,650.52
5931.28,56617.0,74.0,18,24,0,3,355.2
9429.08,75638.0,83.0,6,52,4,2,108.7
7613.05,24982.0,109.0,20,52,4,7,523.2
3313.01,40348.0,83.0,6,56,0,1,26.31
7317.01,24083.0,63.0,22,2,1,2,340.45
2665.74,81538.0,66.0,3,46,0,1,272.84
3230.58,62873.0,81.0,0,41,0,1,207.75
17367.27,66245.0,145.0,22,58,0,2,181.5
10595.81,0.0,102.0,22,20,0,2,734.4
5999.38,26303.0,165.0,16,47,0,1,956.59
17006.0,58620.0,71.0,11,51,0,2,340.8
3954.34,18375.0,103.0,8,50,0,1,535.08
3589.37,30944.0,92.0,15,46,0,1,348.22
7329.78,59630.0,185.0,9,67,0,1,888.0
7380.57,53957.0,184.0,19,80,0,1,61.55
7472.67,44385.0,97.0,6,31,0,7,465.6
8500.12,0.0,119.0,1,58,0,7,856.8
19357.8,25561.0,163.0,3,25,0,2,983.37
5846.11,85956.0,145.0,0,85,0,1,510.38
2231.79,0.0,61.0,26,79,1,1,311.4
4864.53,37406.0,122.0,23,38,1,1,1134.96
4594.29,39053.0,114.0,5,66,0,1,547.2
3044.0,24475.0,84.0,11,55,3,1,604.8
2759.98,92296.0,69.0,4,65,0,1,331.2
11064.29,29484.0,93.0,19,51,0,2,446.4
7555.83,0.0,114.0,19,50,0,3,820.8
7469.56,48088.0,94.0,25,73,0,4,134.83
4920.49,21366.0,63.0,20,47,0,3,302.4
12298.69,17101.0,113.0,1,88,0,2,542.4
4630.36,0.0,64.0,3,59,0,4,460.8
4636.55,26802.0,66.0,7,43,1,5,316.8
20467.72,89025.0,64.0,32,10,0,2,179.25
3792.83,0.0,104.0,23,76,0,1,748.8
17526.18,52228.0,220.0,29,72,1,8,1056.0
4715.47,0.0,126.0,13,91,0,1,694.36
2288.76,0.0,63.0,11,30,0,1,344.29
5670.13,83086.0,71.0,1,43,3,3,320.49
7228.99,53214.0,91.0,21,76,0,3,436.8
11009.13,51643.0,283.0,16,43,0,1,1358.4
5639.94,73168.0,70.0,21,50,0,3,425.8
11196.46,0.0,298.0,26,94,0,1,2145.6
12840.43,0.0,90.0,1,94,0,2,648.0
8828.38,61246.0,110.0,24,21,0,3,159.24
13268.79,32762.0,112.0,26,74,0,2,326.93
3728.87,0.0,69.0,21,54,5,3,496.8
4983.11,0.0,133.0,9,85,0,1,957.6
13727.8,0.0,126.0,12,4,0,2,604.8
8343.75,64127.0,71.0,31,19,0,2,72.86
7191.83,0.0,67.0,9,54,0,2,308.55
13759.15,16794.0,96.0,7,31,0,2,460.8
9788.71,31930.0,83.0,19,30,0,2,37.7
3360.44,74918.0,85.0,13,74,0,1,314.25
4887.79,70742.0,124.0,3,64,1,1,211.68
7582.11,64801.0,64.0,23,19,0,2,268.47
2516.21,48829.0,64.0,23,70,1,1,300.31
3571.35,73853.0,89.0,7,35,0,1,427.2
9868.6,0.0,99.0,25,23,0,2,712.8
5375.82,66844.0,70.0,11,80,4,5,104.98
4254.62,11904.0,61.0,34,11,2,3,292.8
3061.05,56869.0,83.0,25,34,3,1,269.41
2414.77,0.0,67.0,3,54,0,1,482.4
4526.53,0.0,68.0,20,44,1,7,326.4
5635.29,59325.0,71.0,13,75,0,3,229.69
8254.7,0.0,115.0,19,60,0,9,552.0
7320.07,0.0,112.0,30,29,1,3,806.4
3933.81,25927.0,103.0,6,20,0,1,674.97
2433.09,0.0,71.0,31,79,0,1,493.06
5706.96,83073.0,71.0,15,46,0,3,10.42
2585.44,0.0,73.0,14,36,2,1,350.4
2659.71,0.0,87.0,4,4,3,1,420.04
5310.86,0.0,72.0,17,11,1,3,345.6
5874.82,35301.0,74.0,23,68,0,7,128.64
8579.89,21829.0,111.0,6,59,0,3,532.8
8903.97,15142.0,116.0,7,5,0,3,792.61
8149.77,0.0,71.0,28,76,0,2,340.8
2570.16,58498.0,67.0,6,1,3,1,321.6
2585.56,64592.0,64.0,12,57,0,1,307.2
2844.85,80306.0,71.0,11,12,0,1,340.8
4633.55,29105.0,117.0,28,31,0,1,272.61
6678.9,47137.0,84.0,5,11,0,5,161.64
2222.87,0.0,62.0,5,54,0,1,446.4
8522.76,0.0,109.0,19,2,0,3,723.79
25082.18,0.0,100.0,27,58,0,2,1000.85
3479.26,66711.0,86.0,25,92,0,1,366.38
7851.58,48943.0,65.0,17,50,0,2,105.07
2509.51,0.0,71.0,20,48,0,1,511.2
2854.27,34807.0,73.0,8,90,0,1,472.04
8879.79,52583.0,113.0,12,59,0,7,528.2
8392.62,0.0,111.0,6,51,0,4,617.4
5279.48,92589.0,65.0,29,20,0,9,312.0
8272.33,96689.0,103.0,34,80,0,5,37.8
7662.43,0.0,73.0,28,19,0,2,525.6
4899.98,76594.0,122.0,26,9,1,1,832.45
4508.86,83777.0,112.0,18,74,0,1,377.35
3094.32,20954.0,78.0,15,27,0,1,534.5
4383.15,84491.0,110.0,0,0,0,1,156.28
2530.71,89451.0,63.0,11,2,0,1,61.77
8291.66,85132.0,106.0,0,60,5,3,501.13
8164.31,11193.0,114.0,2,88,0,6,820.8
2337.35,28806.0,61.0,13,90,0,1,292.8
9002.41,76184.0,111.0,23,19,0,3,532.8
5389.5,66429.0,136.0,35,93,0,1,57.71
2721.59,43278.0,68.0,10,10,0,1,326.4
6005.85,13528.0,86.0,21,35,0,3,412.8
5555.83,74015.0,72.0,12,61,0,6,471.44
5470.06,54507.0,138.0,20,11,0,1,702.99
15610.9,0.0,119.0,3,52,5,2,439.35
2616.61,72302.0,66.0,6,27,0,1,316.8
4681.53,14606.0,72.0,2,94,5,4,439.77
4890.11,0.0,68.0,21,59,0,7,689.28
7457.34,43406.0,187.0,6,49,0,1,897.6
22185.88,60426.0,62.0,0,97,0,2,133.28
5305.09,26334.0,71.0,9,94,0,3,340.8
9470.62,22514.0,80.0,22,96,0,2,203.47
3548.15,76114.0,88.0,6,97,0,1,422.4
2451.54,48791.0,62.0,27,0,3,1,69.79
8652.65,65605.0,111.0,2,72,2,7,377.78
2535.22,69259.0,63.0,3,30,0,1,362.52
4314.07,0.0,64.0,16,42,1,5,460.8
6731.05,0.0,62.0,0,5,0,2,446.4
7779.59,90969.0,65.0,7,22,0,2,190.75
2805.29,50180.0,77.0,30,93,3,1,360.5
5251.97,41991.0,67.0,14,75,0,3,88.38
8044.87,71391.0,67.0,29,39,0,2,284.0
4250.28,0.0,61.0,17,1,1,7,292.8
13891.68,70725.0,70.0,2,0,0,2,336.0
2725.36,36650.0,69.0,2,70,1,1,56.6
4779.89,54194.0,119.0,9,90,1,1,112.27
4808.96,23554.0,61.0,12,17,0,6,142.46
8658.86,62464.0,109.0,23,45,0,4,400.18
9215.54,71888.0,115.0,14,33,0,4,552.0
5068.43,80846.0,65.0,9,32,0,9,227.18
4879.71,0.0,67.0,7,84,0,5,321.6
13466.92,11432.0,119.0,11,9,0,2,571.2
13306.18,39017.0,170.0,10,4,2,3,592.86
7350.18,0.0,108.0,7,54,0,4,777.6
4822.44,73769.0,61.0,24,84,0,6,121.65
3554.85,58557.0,88.0,4,83,0,1,55.51
3135.58,0.0,91.0,12,6,0,1,707.26
57520.5,48367.0,161.0,10,34,0,2,772.8
2515.41,39718.0,65.0,1,55,2,1,366.53
7247.5,0.0,96.0,31,64,1,3,460.8
4878.95,43358.0,61.0,2,83,0,6,400.29
2971.92,83873.0,76.0,5,36,1,1,218.37
11302.6,22361.0,95.0,15,42,0,2,530.67
7996.6,70061.0,99.0,2,57,0,3,699.52
7411.81,0.0,73.0,6,19,0,2,525.6
3179.47,65742.0,79.0,6,0,0,1,277.36
22658.54,23665.0,67.0,19,50,0,2,404.82
3774.86,66457.0,95.0,2,76,0,1,456.0
8224.77,82634.0,104.0,8,74,0,3,324.1
2563.58,0.0,69.0,11,60,0,1,331.2
2393.92,0.0,70.0,24,10,0,1,425.27
2453.57,29735.0,69.0,3,92,0,1,331.2
5143.88,61417.0,65.0,6,35,0,7,206.02
7378.51,0.0,105.0,3,12,0,4,756.0
2574.2,43846.0,65.0,16,33,1,1,125.52
22315.06,0.0,67.0,33,54,0,2,482.4
2430.48,33775.0,61.0,24,95,0,1,292.8
6161.0,96988.0,77.0,1,60,0,3,369.6
7912.13,0.0,114.0,26,34,0,7,820.8
5534.82,81945.0,68.0,19,45,0,9,47.45
2382.67,0.0,65.0,24,47,0,1,27.03
6991.25,19019.0,186.0,7,46,0,1,1003.05
2885.33,62579.0,72.0,33,53,0,1,326.24
41787.9,46587.0,119.0,34,74,2,2,571.2
2848.56,0.0,81.0,26,58,0,1,583.2
8123.02,0.0,78.0,15,47,0,2,561.6
9661.1,0.0,135.0,1,98,0,9,648.0
4488.13,0.0,66.0,1,61,0,9,758.46
4561.27,29327.0,118.0,26,21,0,1,627.9
11546.17,81081.0,96.0,32,34,1,2,206.21
3788.81,0.0,106.0,27,89,0,1,763.2
13502.63,57222.0,112.0,3,88,1,2,297.19
8563.97,91147.0,107.0,4,79,0,7,50.47
2913.48,76638.0,73.0,2,55,1,1,435.19
7540.58,29697.0,64.0,6,43,0,2,147.13
6950.53,0.0,61.0,27,90,0,2,301.4
7255.14,67352.0,181.0,7,80,1,1,560.95
4334.06,23904.0,123.0,1,67,3,1,590.4
6307.5,0.0,88.0,16,28,2,7,422.4
5904.85,89953.0,74.0,3,42,0,3,274.17
4794.48,20862.0,68.0,1,69,0,9,326.4
9180.15,47663.0,114.0,35,24,0,8,103.7
8355.51,49564.0,105.0,8,29,0,5,661.61
13869.93,28432.0,118.0,1,59,0,2,612.3
13452.19,32356.0,117.0,11,35,2,2,428.49
16798.86,55269.0,71.0,32,15,0,2,340.8
8273.11,0.0,116.0,6,78,0,3,509.51
7408.84,76771.0,95.0,34,82,1,7,91.67
4349.31,75648.0,108.0,28,10,0,1,112.66
4744.97,20698.0,68.0,21,72,5,5,248.42
17208.06,29734.0,63.0,12,86,0,2,649.84
8673.59,43963.0,110.0,25,59,0,7,528.0
2497.91,29465.0,63.0,6,9,0,1,302.4
32069.88,24851.0,103.0,8,99,0,2,604.29
3312.25,0.0,107.0,2,4,2,1,770.4
10828.37,11033.0,97.0,27,18,0,2,511.12
12128.37,20495.0,61.0,7,36,0,2,292.8
5505.69,95766.0,68.0,17,62,0,5,162.56
6715.34,0.0,65.0,22,39,0,2,655.07
2836.68,61029.0,72.0,26,98,0,1,114.43
3561.6,0.0,105.0,3,30,0,1,504.0
6552.4,56188.0,86.0,20,52,3,3,175.97
2833.98,94812.0,70.0,11,40,0,1,121.03
5099.51,0.0,70.0,28,77,1,3,336.0
9415.53,55338.0,116.0,25,54,0,7,556.8
3644.83,82477.0,90.0,1,69,0,1,432.0
2927.52,20852.0,73.0,8,6,0,1,383.79
9227.95,0.0,82.0,22,62,0,2,296.64
3148.42,0.0,83.0,16,75,0,1,544.22
3063.11,0.0,95.0,14,57,2,1,456.0
3417.95,72460.0,85.0,9,76,0,1,370.02
23594.68,76358.0,66.0,25,3,0,2,86.46
7519.13,96306.0,95.0,12,17,1,6,185.36
3969.43,49544.0,101.0,3,29,0,1,0.77
4874.07,0.0,68.0,10,36,0,7,609.32
7261.62,0.0,101.0,7,19,0,4,727.2
8005.96,63357.0,101.0,26,42,0,5,565.51
2996.14,0.0,82.0,9,21,0,1,590.4
4175.95,23060.0,109.0,13,25,3,1,731.35
8491.86,27781.0,71.0,33,7,0,2,340.8
2402.17,43246.0,62.0,19,89,0,1,52.44
4775.48,14254.0,124.0,21,16,0,1,595.2
4235.18,60334.0,106.0,5,67,0,1,111.16
5107.16,35625.0,65.0,10,56,1,3,288.57
13167.61,54684.0,111.0,13,15,3,2,302.14
2520.3,56228.0,65.0,4,79,0,1,276.88
5189.29,82166.0,134.0,9,43,3,1,643.2
2893.31,30406.0,73.0,29,93,0,1,350.4
3985.55,75007.0,101.0,1,19,0,1,668.77
2414.64,79271.0,62.0,24,63,4,1,232.75
18688.31,0.0,76.0,2,66,0,2,364.8
16589.71,59414.0,140.0,34,56,0,2,65.02
23331.83,44719.0,66.0,6,55,0,2,316.8
4699.03,0.0,129.0,14,93,2,1,291.74
2395.57,21986.0,63.0,1,9,0,1,333.7
8861.48,58480.0,113.0,6,35,1,5,542.4
8936.82,37520.0,74.0,21,30,0,2,163.58
7340.5,50165.0,62.0,15,63,0,2,130.0
26453.94,42961.0,83.0,24,16,0,2,398.4
6342.47,86687.0,80.0,4,82,0,3,274.16
6560.82,0.0,93.0,2,88,0,3,41.62
6687.59,23772.0,83.0,19,25,0,4,100.65
3681.25,0.0,98.0,23,7,0,1,354.94
2555.54,18241.0,65.0,17,44,0,1,151.99
2373.8,0.0,65.0,32,88,0,1,312.0
2732.65,86650.0,69.0,7,64,2,1,323.87
4703.72,0.0,137.0,11,73,0,1,1554.09
19259.84,35973.0,159.0,5,97,0,2,763.2
3844.57,26262.0,97.0,6,59,0,1,465.6
4683.44,25187.0,121.0,8,79,0,1,580.8
5174.08,88081.0,64.0,35,94,0,5,82.48
2655.86,83460.0,66.0,20,18,0,1,443.45
5615.07,19949.0,74.0,0,99,1,3,355.2
3161.17,0.0,92.0,16,56,0,1,897.38
7575.65,0.0,109.0,30,87,0,4,784.8
3985.4,77739.0,98.0,31,61,0,1,428.56
9706.38,23649.0,122.0,2,69,0,6,535.61
7736.65,68980.0,98.0,25,87,0,7,464.04
4179.49,60010.0,103.0,4,86,0,1,494.4
5759.01,30968.0,74.0,10,89,1,8,45.43
4165.4,0.0,116.0,2,97,0,1,556.8
2632.55,99841.0,65.0,14,30,0,1,312.0
3885.46,0.0,105.0,3,92,0,1,504.0
8161.94,32967.0,105.0,16,70,1,4,504.0
13024.13,0.0,125.0,6,61,0,2,900.0
14137.23,31794.0,119.0,12,16,0,2,571.2
3700.68,36710.0,94.0,17,56,0,1,676.8
5511.03,36267.0,69.0,21,1,0,8,263.45
5169.5,12430.0,73.0,22,13,0,4,350.4
6044.02,93715.0,74.0,12,88,0,7,532.8
4349.31,75648.0,108.0,28,10,0,1,112.66
9688.13,24584.0,66.0,11,74,0,2,279.71
5528.21,36088.0,72.0,16,31,0,9,345.6
7894.5,21723.0,104.0,31,6,0,8,748.8
5935.82,63833.0,73.0,17,69,0,3,199.46
4520.34,0.0,61.0,7,1,0,4,304.16
3219.15,45892.0,81.0,1,49,0,1,388.8
5935.57,90263.0,74.0,17,36,0,8,355.2
2322.57,0.0,63.0,8,87,0,1,453.6
11692.01,40548.0,98.0,7,57,0,2,470.4
10175.24,0.0,99.0,15,84,0,2,831.34
2513.97,50450.0,63.0,24,80,0,1,302.4
2897.78,0.0,85.0,4,45,0,1,612.0
5515.25,75963.0,69.0,4,23,0,7,102.15
3469.84,32714.0,87.0,35,48,0,1,513.04
6907.55,42790.0,87.0,10,74,0,3,290.06
3647.25,20694.0,94.0,29,89,1,1,451.2
3265.16,25820.0,82.0,10,69,0,1,393.6
2514.28,24744.0,65.0,1,0,0,1,312.0
4463.0,0.0,73.0,35,52,3,5,350.4
4570.67,27538.0,63.0,10,6,4,3,285.84
2752.66,81280.0,68.0,6,47,0,1,308.35
2188.66,0.0,67.0,29,49,1,1,321.6
2710.15,0.0,73.0,14,66,0,1,350.4
14754.36,26486.0,128.0,18,5,1,2,614.4
10759.4,0.0,97.0,12,24,0,2,465.6
12357.12,0.0,182.0,4,34,0,5,1953.88
5033.39,68331.0,63.0,23,38,0,3,302.4
2370.62,0.0,71.0,1,66,1,1,511.2
11236.31,21636.0,64.0,2,24,5,2,213.59
12476.65,0.0,121.0,7,34,0,2,871.2
14641.52,0.0,133.0,24,46,0,2,1386.87
4731.84,0.0,64.0,14,92,0,7,307.2
10620.49,35601.0,69.0,34,15,0,2,249.8
13478.8,0.0,198.0,33,55,1,3,1425.6
8873.2,28558.0,119.0,14,37,4,3,797.56
5260.92,60101.0,66.0,34,74,0,3,1.33
2792.01,22426.0,76.0,9,31,1,1,528.39
10018.66,30720.0,139.0,17,24,4,5,778.46
7180.27,34161.0,186.0,5,10,3,1,892.8
3012.04,42987.0,77.0,14,48,0,1,128.49
4236.81,0.0,61.0,21,13,0,3,292.8
5283.36,80928.0,132.0,26,27,0,1,538.55
5395.09,86640.0,67.0,2,25,0,5,65.46
6913.57,26714.0,64.0,17,7,1,2,307.2
2619.34,78618.0,66.0,7,56,0,1,225.58
8390.12,0.0,78.0,22,3,0,2,732.34
13727.8,0.0,126.0,12,4,0,2,604.8
4482.02,62977.0,115.0,34,40,0,1,552.0
2827.56,0.0,79.0,30,25,0,1,568.8
5584.96,19724.0,72.0,20,49,0,4,345.6
7568.85,27558.0,65.0,18,48,0,2,312.0
9664.33,86054.0,239.0,12,11,0,1,115.17
6480.68,42846.0,81.0,14,42,0,4,286.14
8707.62,57107.0,110.0,27,84,3,7,528.0
9048.98,0.0,119.0,9,8,0,3,571.2
2615.85,54314.0,66.0,13,98,0,1,282.77
4878.83,29950.0,61.0,0,76,0,4,292.8
10793.76,24195.0,90.0,32,70,0,2,360.27
5528.08,0.0,73.0,30,11,0,8,388.82
4605.87,47481.0,116.0,20,39,0,1,556.8
8343.41,63354.0,106.0,16,39,0,9,508.8
13009.24,57591.0,66.0,5,74,0,2,316.8
7486.02,0.0,71.0,14,62,0,2,340.8
9547.71,34919.0,82.0,14,99,1,2,277.87
8110.7,76879.0,101.0,20,44,0,5,487.1
7379.46,61584.0,61.0,18,93,0,2,205.29
6612.62,28792.0,185.0,34,20,3,1,1166.6
7452.23,0.0,105.0,27,42,0,4,504.0
2686.54,26713.0,71.0,22,69,0,1,142.7
4470.18,0.0,129.0,2,72,0,1,928.8
10348.01,34244.0,87.0,14,34,2,2,417.6
11790.5,25251.0,66.0,13,43,0,2,316.8
4566.12,0.0,68.0,19,53,0,3,326.4
5905.97,59848.0,73.0,5,98,1,3,131.61
7492.06,39815.0,64.0,17,68,0,2,91.39
3427.15,58840.0,86.0,25,44,0,1,73.27
5181.62,97131.0,64.0,5,80,0,6,307.2
4686.47,58089.0,118.0,31,83,0,1,566.4
2710.12,0.0,71.0,7,87,0,1,340.8
4313.34,0.0,126.0,2,96,2,1,656.57
4755.37,21808.0,119.0,0,71,0,1,571.2
36516.05,89771.0,114.0,5,83,0,2,432.41
7792.07,36776.0,65.0,21,21,0,2,240.19
2550.0,31213.0,65.0,0,29,0,1,312.0
7521.28,0.0,115.0,33,0,0,3,987.29
11510.36,0.0,61.0,11,39,0,2,439.2
7999.25,0.0,107.0,13,17,0,5,513.6
7927.18,32555.0,68.0,32,72,0,2,86.91
21123.12,0.0,69.0,15,9,0,2,496.8
2453.57,29735.0,69.0,3,92,0,1,331.2
2981.55,80590.0,74.0,26,3,0,1,97.93
5110.76,22565.0,132.0,0,20,0,1,633.6
5351.85,54817.0,137.0,24,28,0,1,209.5
9015.82,0.0,62.0,26,34,0,2,42.64
5903.61,55393.0,74.0,15,6,1,3,2.17
8852.73,0.0,83.0,12,97,0,2,597.6
13333.39,75634.0,110.0,13,52,0,2,432.81
8658.86,62464.0,109.0,23,45,0,4,400.18
4871.15,72648.0,61.0,0,78,0,5,120.85
5279.2,77167.0,66.0,15,99,0,3,137.09
6689.02,56980.0,84.0,33,70,0,7,599.0
5244.55,27444.0,66.0,21,88,0,3,313.93
6688.86,57289.0,86.0,21,88,0,3,562.22
8408.31,84091.0,105.0,18,48,0,9,380.56
2052.95,0.0,67.0,33,21,2,1,806.18
10592.59,59590.0,136.0,15,67,0,5,460.27
2913.49,89672.0,72.0,7,92,0,1,309.57
5243.45,96535.0,66.0,11,85,0,3,271.07
14191.6,25575.0,117.0,10,41,0,2,561.6
9426.38,38910.0,78.0,3,78,0,2,20.21
4521.19,39426.0,114.0,33,12,0,1,412.88
3579.02,28304.0,91.0,10,30,2,1,655.2
6285.15,52210.0,80.0,6,74,0,9,384.0
7844.25,0.0,102.0,20,46,0,3,273.95
8283.84,94851.0,104.0,6,33,0,3,191.0
2436.4,0.0,67.0,16,92,0,1,399.06
2538.63,18608.0,71.0,13,24,0,1,340.8
7304.4,41025.0,92.0,22,92,0,6,20.37
32474.77,71449.0,102.0,17,7,0,2,734.4
6674.46,92653.0,83.0,15,80,1,6,456.52
33473.35,33190.0,106.0,18,95,0,2,508.8
6459.64,24290.0,82.0,15,84,0,8,393.6
4605.04,22571.0,63.0,29,51,0,9,302.4
5686.74,26409.0,71.0,30,70,0,5,475.17
6608.17,21616.0,93.0,4,41,0,7,944.85
7158.53,36463.0,92.0,8,25,0,3,441.6
10179.72,14290.0,271.0,20,40,0,1,1300.8
5052.38,34645.0,69.0,1,2,3,5,220.45
5201.36,67001.0,131.0,7,36,0,1,463.43
8632.78,96200.0,107.0,9,45,0,3,513.6
7350.93,69241.0,93.0,2,63,0,3,111.25
7690.16,55843.0,64.0,3,80,0,2,307.2
8259.11,20305.0,76.0,14,63,1,2,496.48
2317.28,0.0,68.0,10,81,0,1,489.6
8929.61,44329.0,112.0,25,58,0,3,537.6
4854.36,44279.0,61.0,32,7,0,3,292.8
2659.71,0.0,87.0,4,4,3,1,420.04
8750.22,34695.0,113.0,1,60,0,5,100.32
5054.78,79297.0,64.0,34,64,0,6,72.76
2199.52,0.0,62.0,29,72,0,1,297.6
5715.31,84183.0,72.0,29,86,0,4,255.57
9566.84,53375.0,79.0,20,92,0,2,127.32
10094.13,32046.0,127.0,28,23,0,4,475.6
5444.79,91393.0,67.0,19,54,0,6,460.55
2582.41,76731.0,64.0,2,68,0,1,201.46
50568.26,82081.0,249.0,1,62,0,2,753.76
3484.25,51337.0,88.0,3,70,0,1,72.54
5555.83,74015.0,72.0,12,61,0,6,471.44
4173.14,0.0,117.0,10,37,0,1,842.4
2897.49,0.0,77.0,19,17,0,1,554.4
8044.51,68849.0,67.0,9,67,0,2,252.7
7717.0,37376.0,99.0,34,52,0,3,65.55
2274.67,0.0,64.0,12,25,0,1,621.97
8658.86,62464.0,109.0,23,45,0,4,400.18
11260.9,88304.0,95.0,2,17,0,2,276.47
16414.04,0.0,112.0,11,9,0,2,682.42
20018.2,65900.0,62.0,17,41,0,2,297.6
4698.76,0.0,67.0,27,71,0,6,321.6
9002.12,61374.0,113.0,5,27,0,3,210.1
25030.89,0.0,110.0,1,53,1,2,528.0
3103.0,31841.0,78.0,24,11,0,1,126.86
2587.11,27861.0,65.0,22,67,0,1,312.0
4983.62,0.0,83.0,22,0,3,5,736.0
6265.34,0.0,84.0,18,25,1,4,481.03
7233.54,94550.0,90.0,0,93,0,7,432.0
5357.26,39604.0,68.0,2,21,0,8,63.13
11130.12,42928.0,93.0,20,65,0,2,651.62
2610.37,54737.0,66.0,3,86,0,1,391.97
7452.54,0.0,68.0,14,46,0,2,489.6
6352.96,80587.0,78.0,7,5,0,6,276.19
14585.38,0.0,194.0,26,10,0,5,931.2
17292.94,80028.0,86.0,34,37,0,2,114.02
4254.62,11904.0,61.0,34,11,2,3,292.8
9621.73,54872.0,121.0,9,50,0,3,580.8
14260.91,0.0,99.0,2,30,0,2,204.12
7756.31,0.0,74.0,24,63,0,2,532.8
5875.21,46417.0,74.0,16,14,0,7,164.75
4946.96,46239.0,67.0,17,1,3,4,6.4
2660.01,0.0,73.0,18,61,0,1,350.4
2372.29,25550.0,61.0,28,13,0,1,439.2
15613.95,27514.0,197.0,12,97,0,8,1367.2
7803.5,84417.0,98.0,5,32,0,7,139.71
10346.11,55906.0,86.0,26,3,0,2,58.47
4960.55,21638.0,65.0,9,81,0,8,468.0
7099.57,16121.0,65.0,5,85,2,2,312.0
24442.3,36261.0,68.0,3,71,0,2,16.8
13466.92,11432.0,119.0,11,9,0,2,571.2
2598.06,62566.0,65.0,4,3,1,1,48.34
2886.45,10312.0,78.0,10,63,0,1,486.28
2566.4,67778.0,64.0,17,17,1,1,171.29
6252.36,92895.0,77.0,5,2,0,7,43.14
5174.69,55290.0,65.0,26,33,0,4,13.87
9263.18,23377.0,116.0,15,19,0,3,556.8
4834.71,38713.0,66.0,31,69,4,6,316.8
2361.74,0.0,66.0,17,92,1,1,145.9
2674.73,56342.0,69.0,12,89,0,1,331.2
16159.54,29593.0,137.0,15,52,0,2,657.6
26197.41,18495.0,113.0,10,15,0,2,542.4
2664.24,82887.0,66.0,22,4,1,1,420.37
15162.07,71366.0,94.0,23,56,0,2,265.22
22332.44,49078.0,97.0,10,3,0,2,484.01
4995.17,10787.0,71.0,33,25,0,8,697.8
16109.75,0.0,73.0,12,42,0,2,350.4
4957.4,10194.0,65.0,34,35,0,4,312.0
2866.78,81763.0,72.0,22,12,1,1,518.4
8719.9,59763.0,73.0,4,31,0,2,350.4
22448.69,0.0,78.0,7,63,0,2,561.6
6864.65,96832.0,85.0,19,23,0,3,408.0
4980.19,21135.0,130.0,14,59,0,1,678.95
2312.33,16143.0,62.0,3,73,1,1,32.11
5555.83,74015.0,72.0,12,61,0,6,471.44
26763.83,84178.0,74.0,34,80,0,2,12.59
2471.44,0.0,70.0,32,14,0,1,504.0
17759.39,0.0,63.0,10,19,0,2,661.72
14628.5,63936.0,189.0,4,29,0,5,765.01
5801.83,0.0,83.0,17,28,0,4,597.6
5209.95,37940.0,129.0,11,36,0,1,512.54
2814.44,30703.0,70.0,15,58,0,1,336.0
5417.74,54898.0,69.0,25,32,0,9,176.24
16775.81,89030.0,139.0,31,62,0,2,49.57
7980.3,15630.0,115.0,8,60,1,3,656.78
5107.16,35625.0,65.0,10,56,1,3,288.57
2690.78,48329.0,67.0,9,70,0,1,470.39
4254.62,11904.0,61.0,34,11,2,3,292.8
4643.41,12261.0,125.0,26,80,0,1,600.0
6217.26,0.0,86.0,15,94,0,9,39.73
11373.99,87810.0,94.0,15,26,3,2,225.64
10861.71,64744.0,139.0,5,34,0,5,41.31
8569.36,0.0,117.0,13,11,0,8,957.13
16069.95,60735.0,135.0,11,59,0,2,571.7
2410.36,0.0,67.0,5,53,0,1,482.4
14057.42,36261.0,118.0,14,78,0,2,1197.71
4872.58,0.0,135.0,32,33,0,1,648.0
9031.21,0.0,122.0,15,47,0,9,650.52
2993.12,23277.0,77.0,14,68,2,1,369.6
5846.52,50320.0,73.0,24,6,0,5,297.74
2589.43,49675.0,65.0,10,54,0,1,312.0
6558.88,19508.0,61.0,22,59,0,2,292.8
8106.0,20815.0,110.0,7,35,0,9,528.0
7232.61,46621.0,61.0,20,31,0,2,30.45
13599.92,22775.0,184.0,6,10,0,3,883.2
5093.38,91814.0,63.0,30,99,0,3,167.04
6047.03,20396.0,76.0,15,60,1,4,364.8
7172.07,73836.0,182.0,8,35,3,1,553.39
3438.95,55910.0,86.0,4,3,0,1,324.35
5418.46,43054.0,68.0,5,41,0,4,326.4
7824.49,64543.0,65.0,1,84,0,2,200.18
7930.6,75988.0,67.0,0,40,0,2,200.55
9321.28,0.0,64.0,26,99,0,2,572.52
2775.08,29051.0,73.0,31,79,0,1,153.2
5792.67,87382.0,72.0,26,65,0,5,345.6
3596.83,30694.0,91.0,22,23,1,1,436.8
14713.52,0.0,85.0,4,18,0,2,877.03
44520.14,49259.0,144.0,35,36,0,2,820.43
3071.78,47528.0,77.0,10,73,1,1,277.58
8471.29,70624.0,106.0,6,52,0,3,49.23
7205.02,0.0,64.0,27,62,0,2,505.98
11154.68,31409.0,93.0,10,50,0,2,381.96
